state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
co,2011A,lower,HB 11-1098,Publish Cnty Fiscal Information On-line,01:56.9,22:25.5,bill,
co,2011A,lower,HB 11-1099,Procurement Process Task Force,01:56.9,22:25.5,bill,
co,2011A,lower,HB 11-1100,Military Experience License Certificate,01:56.9,02:47.4,bill,
co,2011A,lower,HB 11-1101,Exempt FQHCs State Licensure,01:56.9,02:47.4,bill,
co,2011A,lower,HB 11-1102,Portability Child Care Background Checks,01:56.9,22:25.6,bill,
co,2011A,lower,HB 11-1103,Incentivize Certain Wind Turbine Systems,01:56.9,22:25.6,bill,
co,2011A,lower,HB 11-1104,Tax Expenditure Reports,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1105,Hospital Worker Assault Protection,01:57.0,02:47.4,bill,
co,2011A,lower,HB 11-1106,Recover Actual Damages Personal Injury ,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1107,State Illegal Immigration Enforcement,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1108,County Coroner Review Commission,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1109,Telecom Equip Local Sales Tax Exemption,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1110,Resid Nonprofit Corp Meetings Refunds,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1111,Dept Of Ag Livestock Confidential Data,01:57.0,22:25.6,bill,
co,2011A,lower,HB 11-1112,Exempt Medicaid Trans Vehicle Pub Util,01:57.1,22:25.7,bill,
co,2011A,lower,HB 11-1113,Impact Fees Transparency,01:57.1,22:25.7,bill,
co,2011A,lower,HB 11-1114,Lease-purchase Agrmnt Approval Reqmnts,01:57.1,22:25.7,bill,
co,2011A,lower,HB 11-1115,Public Entity Construction Retainage,01:57.1,02:47.6,bill,
co,2011A,lower,HB 11-1116,Local Gov Waste Services,01:57.2,22:25.7,bill,
co,2011A,lower,HB 11-1117,Subpoena ALJ Campaign Finance,01:57.2,22:25.7,bill,
co,2011A,lower,HB 11-1118,"
Public Hwy Authority Performance Audits",01:57.2,22:25.7,bill,
co,2011A,lower,HB 11-1119,Expand 5-pt NADA Auricular Acupuncture,01:57.2,02:47.6,bill,
co,2011A,lower,HB 11-1120,Repeal Registration Of Sprinkler Fitters,01:57.2,02:47.6,bill,
co,2011A,lower,HB 11-1121,Bar Felons From School Employment,01:57.2,02:47.7,bill,
co,2011A,lower,HB 11-1122,Mod Home Rule Charter Reqmnts,01:57.2,22:25.7,bill,
co,2011A,lower,HB 11-1123,Prohibit Sev Related Revenue To Gen Fund,01:57.3,22:25.7,bill,
co,2011A,lower,HB 11-1124,Conflicts Of Interest HOA Exec Bd Member,01:57.3,22:25.8,bill,
co,2011A,lower,HB 11-1125,Oil & Gas Sev Tax Point Of Taxation,01:57.3,22:25.8,bill,
co,2011A,lower,HB 11-1126,Improving Parent Involvement In Schools,01:57.3,22:25.8,bill,
co,2011A,lower,HB 11-1127,Fair Use Of Consumer Credit Information,01:57.3,22:25.8,bill,
co,2011A,lower,HB 11-1128,Protect Complaint Documents Discovery,01:57.3,22:25.8,bill,
co,2011A,lower,HB 11-1129,State Procurement Preferences,01:57.3,22:25.8,bill,
co,2011A,lower,HB 11-1130,Commodity Metals Transactions Violations,01:57.3,02:47.7,bill,
co,2011A,lower,HB 11-1131,Mail Ballot Elections,01:57.4,22:25.8,bill,
co,2011A,lower,HB 11-1132,On-bill Energy Efficiency Impr Financing,01:57.4,22:25.8,bill,
co,2011A,lower,HB 11-1133,Alt Fuel Vehicle Refueling Stations,01:57.4,22:25.8,bill,
co,2011A,lower,HB 11-1134,Restrict Gov Empl Of Lobbyists,01:57.4,22:25.8,bill,
co,2011A,lower,HB 11-1135,Reform Regulation Of Bail Bonding Agents,01:57.4,22:25.8,bill,
co,2011A,lower,HB 11-1136,Fund Foreclosure Prevention Counseling,01:57.4,02:47.8,bill,
co,2011A,lower,HB 11-1137,Local Improvement District Authority,01:57.4,22:25.9,bill,
co,2011A,lower,HB 11-1138,Sex Offender Management Board,01:57.5,02:47.8,bill,
co,2011A,lower,HB 11-1139,Collect Loans From Collateral First,01:57.5,22:25.9,bill,
co,2011A,lower,HB 11-1140,Strengthening Illegal Alien Laws,01:57.5,02:47.8,bill,
co,2011A,lower,HB 11-1141,Econ Stimulus Bus Prop Tax Exemption,01:57.5,02:47.9,bill,
co,2011A,lower,HB 11-1142,State Econ Impact Of State Procurement,01:57.5,22:25.9,bill,
co,2011A,lower,HB 11-1143,Off-label Use Of Prescription Drugs,01:57.5,22:25.9,bill,
co,2011A,lower,HB 11-1144,Fetal Alcohol Spectrum Disorders,01:57.5,22:25.9,bill,
co,2011A,lower,HB 11-1145,Availability Background Check Child Care,01:57.6,02:47.9,bill,
co,2011A,lower,HB 11-1146,Def Ag Land For Prop Tax,01:57.6,02:47.9,bill,
co,2011A,lower,HB 11-1147,Business Development In Colorado,01:57.6,22:26.0,bill,
co,2011A,lower,HB 11-1148,Disclosure Health Worker Employment Info,01:57.6,22:26.0,bill,
co,2011A,lower,HB 11-1149,Identity Verification Of Lawful Presence,01:57.6,02:48.0,bill,
co,2011A,lower,HB 11-1150,Use Wildlife Fees Habitat Water Storage,01:57.6,22:26.0,bill,
co,2011A,lower,HB 11-1151,Cruelty To Service Animals,01:57.7,22:26.0,bill,
co,2011A,lower,HB 11-1152,Health Care Workforce Data Collection,01:57.7,22:26.0,bill,
co,2011A,lower,HB 11-1153,Juror Service Courts,01:57.7,22:26.0,bill,
co,2011A,lower,HB 11-1154,County Unincorporated Bus Regis Prog,01:57.7,22:26.1,bill,
co,2011A,lower,HB 11-1155,Lt Gov As Head Of Principal Department,01:57.7,02:48.0,bill,
co,2011A,lower,HB 11-1156,Extend Repeal Date Cons Dist Grant Fund,01:57.7,02:48.0,bill,
co,2011A,lower,HB 11-1157,Diesel Inspection Program Exemption,01:57.7,02:48.0,bill,
co,2011A,lower,HB 11-1158,Colorado Wood Products Incentives,01:57.8,02:48.0,bill,
co,2011A,lower,HB 11-1159,License Grain Protein Analyzers,01:57.8,02:48.1,bill,
co,2011A,lower,HB 11-1160,Gov Energy Ofc Green Bldg Incent Prog,01:57.8,22:26.1,bill,
co,2011A,lower,HB 11-1161,Auth HUTF Use For Div Of Motor Vehicles,01:57.8,22:26.1,bill,
co,2011A,lower,HB 11-1162,Sales Tax Exemption For Soft Drinks,01:57.8,02:48.1,bill,
co,2011A,lower,HB 11-1163,CDOT Super-load Highway Permits,01:57.8,02:48.1,bill,
co,2011A,lower,HB 11-1164,CU Hospital Authority Board Director,01:57.8,22:26.1,bill,
co,2011A,lower,HB 11-1165,Align Cnty Treasurer Water Dist Fee,01:57.9,22:26.2,bill,
co,2011A,lower,HB 11-1166,Type 1 Diabetes Special License Plate,01:57.9,02:48.1,bill,
co,2011A,lower,HB 11-1167,Sealing Drug Conviction Records,01:57.9,22:26.2,bill,
co,2011A,lower,HB 11-1168,Equalize Public And Private COF Stipends,01:57.9,22:26.2,bill,
co,2011A,lower,HB 11-1169,Higher Ed Campus Safety Info Sharing,01:57.9,22:26.2,bill,
co,2011A,lower,HB 11-1170,Extend Credit For Alt Fuel Facilities,01:57.9,02:48.2,bill,
co,2011A,lower,HB 11-1171,Study Constitutional Health Care Moneys,01:57.9,22:26.2,bill,
co,2011A,lower,HB 11-1172,Oil & Gas Comm Review EPA Fracking Study,01:58.0,22:26.2,bill,
co,2011A,lower,HB 11-1173,License Naturopathic Doctors,01:58.0,22:26.2,bill,
co,2011A,lower,HB 11-1174,Manufactured Home Cert Of Destruction,01:58.0,22:26.2,bill,
co,2011A,lower,HB 11-1175,Health Care Prof Transparency Act,01:58.0,22:26.3,bill,
co,2011A,lower,HB 11-1176,Crude Oil Hazardous Substance Transport,01:58.0,22:26.3,bill,
co,2011A,lower,HB 11-1177,Healthy Rivers Fund Tax Donation,01:58.0,22:26.3,bill,
co,2011A,lower,HB 11-1178,Mortuary Science Regulation,01:58.1,22:26.3,bill,
co,2011A,lower,HB 11-1179,On-site Wastewater Treatment Systems,01:58.1,02:48.3,bill,
co,2011A,lower,HB 11-1180,Criminal Sentencing To Reduce Recidivism ,01:58.1,22:26.3,bill,
co,2011A,lower,HB 11-1181,Human Service Child Fatality Review Team,01:58.1,22:26.3,bill,
co,2011A,lower,HB 11-1182,CO State Title & Regis System Fees,01:58.1,02:48.3,bill,
co,2011A,lower,HB 11-1183,Death Certificate Indicate If Pregnant,01:58.1,22:26.3,bill,
co,2011A,lower,HB 11-1184,Higher Ed Funding Committee,01:58.1,02:48.3,bill,
co,2011A,lower,HB 11-1185,Motor Vehicle Time Limit Release Lien,01:58.2,22:26.3,bill,
co,2011A,lower,HB 11-1186,Provider Reimbursement For Acupuncture,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1187,Northeastern Jr College Club Employees,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1188,Motor & Powersports Vehicle Franchises,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1189,Bail Bond Conditions For 3rd DUI,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1190,Limit Liability Food-borne Illness Cases,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1191,Utility Resource Usage Data Sharing,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1192,Longer Vehicle Combinations Highways,01:58.2,22:26.4,bill,
co,2011A,lower,HB 11-1193,Family Advocacy Juvenile Mental Health,01:58.3,22:26.4,bill,
co,2011A,lower,HB 11-1194,Develop Criteria Dementia Caregiver Cert,01:58.3,22:26.4,bill,
co,2011A,lower,HB 11-1195,Private Investigators Voluntary License,01:58.3,02:48.4,bill,
co,2011A,lower,HB 11-1196,Flexibility In Funding Family Services,01:58.3,02:48.5,bill,
co,2011A,lower,HB 11-1197,HOA CCIOA Lien Foreclose Enforcement,01:58.3,22:26.5,bill,
co,2011A,lower,HB 11-1198,PUC Recodify Motor Carrier Statutes,01:58.3,02:48.5,bill,
co,2011A,lower,HB 11-1199,Limit Gov Fee Install Solar Energy Panel,01:58.4,02:48.5,bill,
co,2011A,lower,HB 11-1200,Substance Abuse Assessment At Intake,01:58.4,02:48.5,bill,
co,2011A,lower,HB 11-1201,Streamlining Educator Licensing,01:58.4,02:48.5,bill,
co,2011A,lower,HB 11-1202,Approp For Change Order Prior To Work,01:58.4,22:26.5,bill,
co,2011A,lower,HB 11-1203,Private Custodian Seal Criminal Records,01:58.4,22:26.5,bill,
co,2011A,lower,HB 11-1204,Energy Efficient School Buildings,01:58.4,22:26.5,bill,
co,2011A,lower,HB 11-1205,Concealed Handgun Exception,01:58.4,22:26.5,bill,
co,2011A,lower,HB 11-1206,Uniform Debt-management Services Act,01:58.5,22:26.5,bill,
co,2011A,lower,HB 11-1207,Movie Ticket Fee For Film Incentives,01:58.5,22:26.6,bill,
co,2011A,lower,HB 11-1208,Conservation Easements,01:58.5,02:48.6,bill,
co,2011A,lower,HB 11-1209,OED Small Business Navigator,01:58.5,22:26.6,bill,
co,2011A,lower,HB 11-1210,Require CDOT I-70 Mtn Corridor Recomms,01:58.5,22:26.6,bill,
co,2011A,lower,HB 11-1211,Restrict Travel State-chartered Entities,01:58.5,22:26.6,bill,
co,2011A,lower,HB 11-1212,Lean Gov Principle & Performance Budgets,01:58.5,02:48.7,bill,
co,2011A,lower,HB 11-1213,Unemployment Insurance Auraria Higher Ed,01:58.6,22:26.6,bill,
co,2011A,lower,HB 11-1214,Energy Cost Transparency For Renters,01:58.6,22:26.6,bill,
co,2011A,lower,HB 11-1215,Accountability Spec Purpose Authorities,01:58.6,22:26.6,bill,
co,2011A,lower,HB 11-1216,Disability Benefit License Plate Numbers,01:58.6,02:48.7,bill,
co,2011A,lower,HB 11-1217,Expand Access Health Care,01:58.6,02:48.8,bill,
co,2011A,lower,HB 11-1218,Cnty Creation Of Fed Mineral Lease Dist,01:58.6,01:58.6,bill,
co,2011A,lower,HB 11-1219,Uniform Military And Overseas Voters Act,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1220,Accel Urban Transp Projects For Econ Dev,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1221,Legal Remedies For Consumer Credit Laws,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1222,PUC Member Accountability to Public,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1223,Colorado Oil & Gas Conservation Commn,01:58.7,02:48.8,bill,
co,2011A,lower,HB 11-1224,Repeal Low-income Telephone Program,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1225,Data Security Breach Prevention,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1226,Disab Veterans Prop Tax Exemp App Info,01:58.7,22:26.7,bill,
co,2011A,lower,HB 11-1227,Start Smart Nutrition Supplemental,01:58.8,22:26.7,bill,
co,2011A,lower,HB 11-1228,Economic Devel Through Distributed Gen,01:58.8,22:26.7,bill,
co,2011A,lower,HB 11-1229,Issue Committees,01:58.8,22:26.7,bill,
co,2011A,lower,HB 11-1230,Consolidate Housing Assist Into DOLA,01:58.8,02:48.9,bill,
co,2011A,lower,HB 11-1231,S Platte River Alluvial Aquifer Study,01:58.8,22:26.8,bill,
co,2011A,lower,HB 11-1232,Trusts With Court-appointed Fiduciaries,01:58.8,22:26.8,bill,
co,2011A,lower,HB 11-1233,Bidder Preferences In State Contracting,01:58.8,22:26.8,bill,
co,2011A,lower,HB 11-1234,Taxicab Vehicle License Plates,01:58.9,02:48.9,bill,
co,2011A,lower,HB 11-1235,Regional Tourism Promotion,01:58.9,22:26.8,bill,
co,2011A,lower,HB 11-1236,Group Special License Plates,01:58.9,22:26.8,bill,
co,2011A,lower,HB 11-1237,National Guard Quarters & Billeting Fund,01:58.9,02:48.9,bill,
co,2011A,lower,HB 11-1238,Job Quality Standards,01:58.9,22:26.8,bill,
co,2011A,lower,HB 11-1239,New Crime Fiscal Note Analysis,01:58.9,22:26.8,bill,
co,2011A,lower,HB 11-1240,Elec Util Carbon Tax Rate Of Return,01:58.9,22:26.8,bill,
co,2011A,lower,HB 11-1241,Charitable Use Property Tax Exemption,01:59.0,02:49.0,bill,
co,2011A,lower,HB 11-1242,Medicaid Provider Integration Of Service,01:59.0,02:49.0,bill,
co,2011A,lower,HB 11-1243,Lottery Keno CO Jobs Grant Program,01:59.0,22:26.9,bill,
co,2011A,lower,HB 11-1244,Electronic Device Recycling,01:59.0,22:26.9,bill,
co,2011A,lower,HB 11-1245,Patient-centered Medical Homes For Adults,01:59.0,22:26.9,bill,
co,2011A,lower,HB 11-1246,Solid Waste Disposal Road Fee,01:59.1,22:26.9,bill,
co,2011A,lower,HB 11-1247,Deposit Beverage Container Prog,01:59.1,22:26.9,bill,
co,2011A,lower,HB 11-1248,Composition Of PERA Board,01:59.1,02:49.1,bill,
co,2011A,lower,HB 11-1249,Dept Of Personnel Modifications,01:59.1,02:49.1,bill,
co,2011A,lower,HB 11-1250,No Medical Marijuana Ingestible Products,01:59.1,02:49.1,bill,
co,2011A,lower,HB 11-1251,Window Tinting Public Safety Vehicles,01:59.1,22:26.9,bill,
co,2011A,lower,HB 11-1252,Proof Of Citizenship For Voter Regis,01:59.1,02:49.2,bill,
co,2011A,lower,HB 11-1253,Charter School & At-risk Student Funding,01:59.2,22:26.9,bill,
co,2011A,lower,HB 11-1254,Bullying In Schools,01:59.2,02:49.2,bill,
co,2011A,lower,HB 11-1255,Colorado Alternative Energy Park Act,01:59.2,01:59.2,bill,
co,2011A,lower,HB 11-1256,Crimes Against An Unborn Child,01:59.2,22:27.0,bill,
co,2011A,lower,HB 11-1257,Part-time State Employee Group Benefits,01:59.2,02:49.2,bill,
co,2011A,lower,HB 11-1258,Forensic Autopsy Requirements,01:59.2,22:27.0,bill,
co,2011A,lower,HB 11-1259,Innovative Higher Ed Research Fund,01:59.2,22:27.0,bill,
co,2011A,lower,HB 11-1260,Tax Installment Payment Due Date,01:59.3,22:27.0,bill,
co,2011A,lower,HB 11-1261,DUI Per Se For Excess THC In Blood,01:59.3,02:49.3,bill,
co,2011A,lower,HB 11-1262,Elec Util PUC Transparency In Bidding,01:59.3,22:27.0,bill,
co,2011A,lower,HB 11-1263,Business Personal Property Tax Exemption,01:59.3,02:49.4,bill,
co,2011A,lower,HB 11-1264,Off-highway Vehicle Title & Registration,01:59.3,22:27.0,bill,
co,2011A,lower,HB 11-1265,Sales & Use Tax Refund Claims,01:59.3,02:49.4,bill,
co,2011A,lower,HB 11-1266,Econ Dev Small Bus Seed Capital Market,01:59.4,22:27.1,bill,
co,2011A,lower,HB 11-1267,Expand Cases Protection Orders,01:59.4,22:27.1,bill,
co,2011A,lower,HB 11-1268,DUI Penalties Revisions,01:59.4,22:27.1,bill,
co,2011A,lower,HB 11-1269,Limits On Uncommitted Cash Fund Reserves,01:59.4,22:27.1,bill,
co,2011A,lower,HB 11-1270,Parents Convert Low-performing School,01:59.4,22:27.1,bill,
co,2011A,lower,HB 11-1271,Limit Tiered Rates Electric Utilities,01:59.4,22:27.1,bill,
co,2011A,lower,HB 11-1272,Driver-improvement School Evaluation,01:59.4,02:49.4,bill,
co,2011A,lower,HB 11-1273,Hlth Care Opportunity Patient Empower,01:59.4,02:49.4,bill,
co,2011A,lower,HB 11-1274,Water Conservation Bd Construction Fund,01:59.5,02:49.5,bill,
co,2011A,lower,HB 11-1275,Idling Commercial Diesel Vehicles,01:59.5,02:49.5,bill,
co,2011A,lower,HB 11-1276,Judicial Criteria Redistrict Congress,01:59.5,22:27.1,bill,
co,2011A,lower,HB 11-1277,Statutory Changes To K-12 Education,01:59.5,02:49.5,bill,
co,2011A,lower,HB 11-1278,Sex Offender Registration Changes,01:59.5,02:49.5,bill,
co,2011A,lower,HB 11-1279,Overweight Vehicle Permits,01:59.6,02:49.5,bill,
co,2011A,lower,HB 11-1280,Limit General Fund Approp Growth,01:59.6,22:27.2,bill,
co,2011A,lower,HB 11-1281,Hlth Care Professional Loan Forgiveness,01:59.6,02:49.5,bill,
co,2011A,lower,HB 11-1282,Judicial Public Access System,01:59.6,22:27.2,bill,
co,2011A,lower,HB 11-1283,Extend Bioscience Grant Program,01:59.6,02:49.6,bill,
co,2011A,lower,HB 11-1284,Sale Of Full Beer,01:59.6,22:27.2,bill,
co,2011A,lower,HB 11-1285,Managed Care For Long-term Care Services,01:59.6,22:27.2,bill,
